Geneid	remap/Sample1-1.bam	remap/Sample1-2.bam	remap/Sample1-5.bam	remap/Sample1-7.bam	remap/Sample1-9.bam	remap/Sample2-10.bam	remap/Sample2-3.bam	remap/Sample2-4.bam	remap/Sample2-5.bam	remap/Sample2-8.bam
RGna_RS14500	6.855320289959481	1.0898049386709943	4.127289956870307	2.731423782999227	4.125120060286795					
RGna_RS14505	201.5921186600752	146.25182276964745	150.95563017253144	147.22374190365835	108.14689758051883					
RGna_RS14510	207.72255230455931	166.47022707861169	196.05104990730814	152.38436248626013	179.0368948387668					
RGna_RS14515	81.65329151618927	77.14059384900077	95.58868029017206	54.2230299421956	46.321660676970474					
RGna_RS14520	87.35705679353298	73.86882066696	87.84297233909354	74.79677028304575	52.566230627387014					
RGna_RS14525	28.058985372857418	37.91507414539087	36.425733456564686	42.62291531145306	27.96447668775816					
RGna_RS14530	56.09889298369353	62.14624062404595	59.17221354483726	65.11988583903597	54.48955661224022					
RGna_RS14540	63.57433889338336	44.40756255569946	50.74382497155782	39.914674551565355	15.649862418496804					
RGna_RS14545	82.00462180112352	69.00525713038182	74.92582531042804	65.63505577872175	61.139165540446555					
RGna_RS14550	5.390907189721329	9.284210583912044	4.733211248410841	10.73972585315441	6.758175417916664					
RGna_RS14555	30.092934020504376	50.878358369286154	55.31822158314606	57.24821739578171	54.3614682711042					
RGna_RS14560	83.14957512759703	157.4334143262417	177.18127062635273	172.16429995054864	154.60073854260688					
RGna_RS14565	141.6156831454741	208.6855368117324	223.2634572780343	262.1559848616369	252.50318235688843					
RGna_RS14570	37.10696636159256	31.571972777735933	32.64543330984917	31.235588805585223	40.097392269173874					
RGna_RS14575	13.248242505458952	13.163134161202597	14.0206467652506	7.423045810268488	9.964995910339866					
RGna_RS14580	71.01251062693456	55.692453278451346	69.83078478597159	59.41765368309081	69.08188728762798					
RGna_RS14590	13.845499339721446	19.25917580143167	24.421208505047154	11.205554126156668	14.970466448294907					
RGna_RS14595	31.504667593422493	48.92276518164354	53.228581889419765	24.93908671434077	50.53272073851325					
RGna_RS14600	20.980468608341116	56.59382390819373	51.063215280348906	27.568323763294526	37.60574566587032					
RGna_RS14605	124.76682927726259	112.52235991778015	120.98118686076086	83.64985335435134	79.4085611605208					
RGna_RS14610	91.69676419849803	102.6160330252608	115.54348234258424	88.93515837445484	88.03006208652022					
RGna_RS14615	110.67202582119128	119.99436793328165	139.70976197000115	118.87631333835768	106.64531402234196					
RGna_RS14620	70.53103573218739	64.27530404246801	70.99816872616262	62.648400810067386	67.58175417916665					
RGna_RS14625	7.151647037977085	11.63981984496665	14.096026586569153	5.427603388153303	9.733952658386421					
RGna_RS14630	4.798724202971638	8.750492595799454	7.222757424523037	2.811759776616852	5.5203812571485065					
RGna_RS14635	4.974593676378975	5.491818080999121	5.82358452029606	4.404599608187236	6.236274436690117					
RGna_RS14640	263.2286892969717	26.59165409178428	25.77989889094465	12.770831501537186	13.259873590371598					
RGna_RS14645	223.53134283374277	60.737408269530576	39.85609914349528	26.480586405121713	30.674632063325777					
RGna_RS14650	289.84294185948687	173.5938177865264	76.40072297939922	39.08970925003339	61.28095022892717					
RGna_RS14655	695.7715820625348	572.2166302192014	306.8364619010612	480.5946325878957	456.32974060570785					
RGna_RS14660	313.2732343809528	283.21305843712463	120.90267862788562	45.72165897629142	77.68228809181385					
RGna_RS14665	356.1083095100743	356.1168068499979	156.33137400690282	79.00065752470653	114.56956585348775					
RGna_RS14670	1012.0194673627644	1059.2546690787417	796.4570133779379	609.4097513225203	725.091287973936					
RGna_RS14675	14.469249627234277	15.334717208101505	12.70398704364077	18.14940980683243	13.301941717244604					
RGna_RS14680	7.767834495780175	9.822823778322173	9.034485875490352	7.737511519064701	7.967414163262957					
RGna_RS14685	363.2265089018532	251.15812278909993	442.25499307079514	39.71069961437338	38.871323645010186					
RGna_RS14690	312.55532715118716	15.088161478496696	259.09418505111705	50.76680755298565	61.414502966511165					
RGna_RS14695	3.83897936237731	12.205815313115137	18.297652142125024	67.55721489951424	81.8148811956881					
RGna_RS14700	17.13053998494781	26.282805143571036	23.985005787095368	65.08003685229103	93.49234370597169					
RGna_RS14705	45.13298228073696	56.77519111723165	54.34520827968262	93.82288384725972	141.69557381802971					
RGna_RS14710	4.617776834835452	5.315881103562587	5.752060211384862	6.027259418594073	8.14446781133547					
RGna_RS14715	94.26065398694287	80.168775800985	77.55865710618785	66.3508360620229	72.31851105690288					
RGna_RS14720	77.6621112388973	74.91260691454524	71.23133184184789	64.46578736887065	54.15603021675366					
RGna_RS14725	131.07924500734606	154.31345366497072	141.30428115761512	160.91569105481358	160.94889577501533					
RGna_RS14730	59.926096930829395	189.51813178651747	57.76461312221201	50.80184330699046	48.335645923795276					
