C	RL|S1|R0/1	864828	150	0:1 28211:5 0:18 2:5 0:19 75682:5 0:22 864828:5 0:27 1224:2 0:7
U	RL|S1|R1/1	0	150	0:116
C	RL|S1|R2/1	33986	150	33986:3 0:22 2:3 0:1 2:1 0:7 2:7 1385:3 2:5 0:27 33986:4 0:14 33986:2 0:8 33986:5 0:4
C	RL|S1|R3/1	796606	150	0:32 796606:6 0:78
C	RL|S1|R4/1	2644629	150	0:57 2644629:5 33986:5 2644629:1 0:10 33986:3 0:35
C	RL|S1|R5/1	1431246	150	0:2 1431246:3 0:107 85007:2 0:2
U	RL|S1|R6/1	0	150	0:116
U	RL|S1|R7/1	0	150	0:116
U	RL|S1|R8/1	0	150	0:116
U	RL|S1|R9/1	0	150	0:116
